Order ID,Customer_Name,Category,Sales,Final_Sales,Profit
CA-2014-125556,Maris LaWare,Technology,832.93,982.86,233.2204
CA-2017-130841,Matt Hagelstein,Technology,1145.6,1351.81,100.24
CA-2015-131884,Dennis Kane,Technology,485.94,573.41,-89.089
CA-2017-130771,Laura Armstrong,Technology,124.792,147.25,15.599
CA-2015-123232,Doug Jacobs,Technology,319.968,377.56,35.9964
CA-2017-104066,Quincy Jones,Technology,205.03,241.94,67.6599
US-2016-126893,Carol Triggs,Technology,494.982,584.08,-115.4958
CA-2017-103380,Barry Franz,Technology,659.976,778.77,49.4982
CA-2016-164091,Laura Armstrong,Technology,437.85,516.66,131.355
CA-2015-117611,Maria Zettner,Technology,371.97,438.92,66.9546
US-2015-137960,Mitch Webber,Technology,166.24,196.16,24.936
CA-2016-131065,Allen Armold,Technology,499.98,589.98,114.9954
CA-2015-142944,John Lucas,Technology,1119.984,1321.58,377.9946
CA-2014-104283,Liz MacKendrick,Technology,223.96,264.27,53.7504
CA-2015-153108,Sarah Foster,Technology,23.92,28.23,6.6976
CA-2015-149342,Theresa Swint,Technology,287.97,339.8,77.7519
CA-2015-130995,Quincy Jones,Technology,4.95,5.84,1.3365
CA-2015-113145,Valerie Dominguez,Technology,42.95,50.68,1.2885
CA-2015-113145,Valerie Dominguez,Technology,1399.93,1651.92,601.9699
CA-2015-113145,Valerie Dominguez,Technology,503.96,594.67,125.99
CA-2016-106558,Dionis Lloyd,Technology,316.0,372.88,31.6
CA-2017-116225,Susan Vittorini,Technology,390.75,461.09,171.93
CA-2017-122035,Elizabeth Moffitt,Technology,389.97,460.16,132.5898
CA-2017-165491,Helen Wasserman,Technology,265.93,313.8,63.8232
US-2014-143231,Gary Mitchum,Technology,113.97,134.48,27.3528
CA-2015-111514,Scott Cohen,Technology,36.51,43.08,15.6993
CA-2015-111514,Scott Cohen,Technology,239.976,283.17,80.9919
CA-2017-155152,Michael Paige,Technology,252.0,297.36,93.24
US-2017-117534,Christina VanderZanden,Technology,211.168,249.18,15.8376
US-2017-117534,Christina VanderZanden,Technology,479.984,566.38,59.998
US-2015-127040,Speros Goranitis,Technology,1619.91,1911.49,97.1946
CA-2015-137897,Patrick Jones,Technology,37.6,44.37,2.256
CA-2015-137897,Patrick Jones,Technology,59.9,70.68,23.96
CA-2017-108574,Mike Gockenbach,Technology,1115.91,1316.77,200.8638
CA-2017-108574,Mike Gockenbach,Technology,128.744,151.92,-28.9674
CA-2017-108574,Mike Gockenbach,Technology,79.92,94.31,26.973
CA-2017-144589,Tamara Manning,Technology,359.976,424.77,130.4913
CA-2017-168655,Michelle Lonsdale,Technology,595.0,702.1,95.2
CA-2016-107202,Linda Cazamias,Technology,2396.4,2827.75,179.73
CA-2017-159597,Matt Collister,Technology,99.99,117.99,43.9956
US-2017-147669,Susan Vittorini,Technology,158.928,187.54,41.7186
US-2017-112613,Jonathan Howell,Technology,54.368,64.15,4.0776
CA-2016-146934,Art Ferguson,Technology,345.0,407.1,86.25
CA-2016-146934,Art Ferguson,Technology,95.1,112.22,30.432
CA-2016-146934,Art Ferguson,Technology,257.98,304.42,74.8142
CA-2017-140949,Denny Blanton,Technology,119.7,141.25,31.122
CA-2017-140949,Denny Blanton,Technology,57.06,67.33,18.2592
CA-2017-140949,Denny Blanton,Technology,71.6,84.49,13.604
CA-2017-148691,Chuck Sachs,Technology,136.99,161.65,36.9873
CA-2016-114972,Phillip Flathmann,Technology,82.95,97.88,29.0325
CA-2017-126067,Kristina Nunn,Technology,35.168,41.5,11.4296
CA-2015-141040,Tim Brockman,Technology,631.96,745.71,303.3408
CA-2014-144624,John Murray,Technology,4548.81,5367.6,1228.1787
CA-2016-146206,Kean Thornton,Technology,719.96,849.55,53.997
CA-2017-163902,Maribeth Yedwab,Technology,196.776,232.2,14.7582
CA-2017-163902,Maribeth Yedwab,Technology,479.94,566.33,52.7934
CA-2015-102722,Kelly Williams,Technology,106.5,125.67,41.535
CA-2016-124506,Brenda Bowman,Technology,95.968,113.24,1.1996
CA-2016-124352,Cynthia Delaney,Technology,5.5,6.49,1.375
CA-2015-124541,Thomas Thornton,Technology,25.488,30.08,4.4604
CA-2014-111500,Don Jones,Technology,339.96,401.15,122.3856
CA-2015-143238,Lori Olson,Technology,46.32,54.66,18.0648
CA-2015-168746,Seth Vernon,Technology,431.976,509.73,-100.7944
CA-2015-168746,Seth Vernon,Technology,155.37,183.34,-36.253
US-2015-128090,John Murray,Technology,1879.96,2218.35,211.4955
CA-2016-118626,John Castell,Technology,705.544,832.54,70.5544
CA-2015-111458,Philip Fox,Technology,50.0,59.0,12.0
CA-2015-110632,Harold Ryan,Technology,15.02,17.72,2.7036
CA-2017-109589,Brian Derr,Technology,71.0,83.78,27.69
CA-2017-134404,Dan Reichenbach,Technology,164.388,193.98,-35.6174
CA-2016-155845,Chris McAfee,Technology,1399.944,1651.93,52.4979
US-2014-155502,Shirley Daniels,Technology,155.35,183.31,0.0
US-2014-155502,Shirley Daniels,Technology,187.98,221.82,52.6344
CA-2016-137729,Barry Franz,Technology,246.168,290.48,21.5397
CA-2017-128300,Roland Schwarz,Technology,79.1,93.34,39.55
CA-2017-149048,Brian Moss,Technology,587.97,693.8,158.7519
CA-2016-165848,Edward Nazzal,Technology,1349.85,1592.82,364.4595
CA-2014-127446,Matt Collister,Technology,24.672,29.11,0.0
CA-2017-115931,Jim Mitchum,Technology,67.04,79.11,6.704
CA-2017-127180,Tom Ashbrook,Technology,11199.968,13215.96,3919.9888
CA-2017-127180,Tom Ashbrook,Technology,2399.6,2831.53,647.892
CA-2017-127180,Tom Ashbrook,Technology,52.99,62.53,0.5299
US-2017-165344,Sean Braxton,Technology,60.864,71.82,9.1296
US-2017-165344,Sean Braxton,Technology,652.995,770.53,-935.9595
CA-2015-169740,Liz MacKendrick,Technology,29.99,35.39,2.999
CA-2016-149111,Ben Ferrer,Technology,36.792,43.41,4.1391
CA-2014-131002,Tom Boeckenhauer,Technology,104.85,123.72,28.3095
CA-2017-123372,Deirdre Greer,Technology,1979.89,2336.27,494.9725
CA-2016-111794,Hunter Glantz,Technology,79.512,93.82,20.8719
CA-2017-127026,Mick Hernandez,Technology,619.95,731.54,111.591
CA-2017-127026,Mick Hernandez,Technology,350.973,414.15,152.0883
CA-2017-127026,Mick Hernandez,Technology,164.99,194.69,49.497
US-2016-144211,Chad Sievert,Technology,108.576,128.12,8.1432
CA-2014-145317,Sean Miller,Technology,821.3,969.13,-16.426
CA-2014-145317,Sean Miller,Technology,22638.48,26713.41,-1811.0784
CA-2017-156818,Joy Daniels,Technology,132.6,156.47,17.238
CA-2015-121797,Charles Crestani,Technology,1919.976,2265.57,215.9973
CA-2014-110100,Lena Creighton,Technology,302.376,356.8,37.797
CA-2014-127187,Cathy Prescott,Technology,129.98,153.38,62.3904
CA-2017-128475,Steve Carroll,Technology,71.98,84.94,15.1158
CA-2014-100006,Dennis Kane,Technology,377.97,446.0,109.6113
CA-2017-149888,Emily Phan,Technology,359.97,424.76,-71.994
CA-2017-119193,Sally Knutson,Technology,629.958,743.35,94.4937
CA-2017-104801,Fred Harton,Technology,799.96,943.95,343.9828
CA-2014-107594,Eric Hoffmann,Technology,73.98,87.3,19.9746
CA-2015-115798,Ken Lonsdale,Technology,377.97,446.0,94.4925
CA-2015-115798,Ken Lonsdale,Technology,89.98,106.18,43.1904
CA-2017-122707,Edward Becker,Technology,25.98,30.66,1.5588
CA-2015-140144,Stewart Carmichael,Technology,125.976,148.65,47.241
CA-2017-163321,Fred McMath,Technology,79.992,94.39,21.9978
US-2015-165449,Anne Pryor,Technology,27.168,32.06,-1.3584
CA-2015-155306,George Ashbrook,Technology,323.37,381.58,129.348
CA-2015-155306,George Ashbrook,Technology,783.96,925.07,68.5965
CA-2016-127775,Erica Smith,Technology,239.97,283.16,71.991
CA-2017-126536,Neil Knudson,Technology,0.99,1.17,0.4356
US-2015-122140,Michael Oakman,Technology,50.12,59.14,-0.6265
US-2015-122140,Michael Oakman,Technology,47.976,56.61,1.7991
CA-2017-108322,Saphhira Shifley,Technology,2.376,2.8,0.7425
CA-2016-139878,Lisa DeCherney,Technology,257.98,304.42,74.8142
US-2016-106677,Alejandro Savely,Technology,23.988,28.31,-15.992
CA-2016-116974,Michael Paige,Technology,23.976,28.29,-15.5844
CA-2014-154599,Kean Nguyen,Technology,1075.088,1268.6,94.0702
CA-2014-154599,Kean Nguyen,Technology,438.368,517.27,38.3572
CA-2016-153318,Jill Stevenson,Technology,783.96,925.07,78.396
CA-2015-135685,Mike Pelletier,Technology,999.96,1179.95,229.9908
CA-2017-100202,Brian DeCherney,Technology,302.376,356.8,22.6782
CA-2014-148915,Natalie DeCherney,Technology,155.976,184.05,54.5916
CA-2016-147368,Toby Carlisle,Technology,695.7,820.93,-27.828
CA-2017-112865,Brosina Hoffman,Technology,36.048,42.54,-0.9012
CA-2017-138975,Shahid Collister,Technology,67.8,80.0,4.068
CA-2017-138975,Shahid Collister,Technology,377.97,446.0,98.2722
CA-2016-152072,Dean percer,Technology,254.97,300.86,91.7892
CA-2017-139913,Julie Creighton,Technology,35.88,42.34,10.0464
US-2016-164630,Erica Bern,Technology,959.968,1132.76,119.996
CA-2015-166464,Paul Gonzalez,Technology,479.984,566.38,59.998
CA-2015-134747,Daniel Lacy,Technology,135.72,160.15,35.2872
CA-2015-134747,Daniel Lacy,Technology,263.96,311.47,71.2692
US-2016-169040,Greg Tran,Technology,156.792,185.01,13.7193
US-2016-169040,Greg Tran,Technology,431.976,509.73,26.9985
CA-2017-134915,Eugene Moren,Technology,41.6,49.09,13.0
CA-2017-134915,Eugene Moren,Technology,7.92,9.35,0.693
CA-2017-134915,Eugene Moren,Technology,671.984,792.94,50.3988
CA-2016-153353,Greg Guthrie,Technology,39.99,47.19,11.5971
CA-2016-139010,Matthew Clasen,Technology,12.99,15.33,0.7794
CA-2014-138317,Natalie Webber,Technology,95.968,113.24,28.7904
CA-2014-138317,Natalie Webber,Technology,206.991,244.25,-172.4925
CA-2017-134845,Sharelle Roach,Technology,2549.985,3008.98,-3399.98
US-2016-160528,Mick Hernandez,Technology,666.4,786.35,-33.32
US-2016-164189,Dan Reichenbach,Technology,403.168,475.74,25.198
US-2015-123960,Brian Dahlen,Technology,53.7,63.37,10.203
CA-2015-135174,Benjamin Patterson,Technology,1022.97,1207.1,-255.7425
CA-2017-121419,Tony Chapman,Technology,360.0,424.8,129.6
CA-2016-128517,Sean Wendt,Technology,517.9,611.12,134.654
US-2015-100377,Todd Sumrall,Technology,2799.96,3303.95,874.9875
CA-2016-144554,Denise Monton,Technology,119.976,141.57,22.4955
CA-2015-145184,Justin Deggeller,Technology,83.97,99.08,23.5116
CA-2015-145184,Justin Deggeller,Technology,104.97,123.86,7.3479
CA-2017-106859,Benjamin Farhat,Technology,140.736,166.07,49.2576
CA-2017-106859,Benjamin Farhat,Technology,214.95,253.64,88.1295
CA-2017-101182,Katrina Bavinger,Technology,43.176,50.95,15.1116
US-2017-132297,Dianna Wilson,Technology,539.97,637.16,134.9925
CA-2017-118773,Tom Prescott,Technology,127.984,151.02,15.998
US-2017-159205,Daniel Byrd,Technology,671.93,792.88,188.1404
CA-2016-112123,Brosina Hoffman,Technology,479.95,566.34,129.5865
CA-2016-150350,Maxwell Schwartz,Technology,837.6,988.37,62.82
CA-2015-121720,Jim Epp,Technology,249.584,294.51,31.198
CA-2017-149895,Eugene Barchas,Technology,258.528,305.06,-47.3968
CA-2014-136399,Chad Cunningham,Technology,395.0,466.1,39.5
CA-2014-136399,Chad Cunningham,Technology,627.168,740.06,70.5564
CA-2017-164168,Lindsay Shagiari,Technology,67.992,80.23,8.499
CA-2017-164168,Lindsay Shagiari,Technology,44.784,52.85,-0.5598
CA-2017-162572,Raymond Buch,Technology,119.96,141.55,35.988
CA-2017-131828,Cari Sayre,Technology,88.776,104.76,7.7679
CA-2015-147830,Natalie Fritzler,Technology,2025.36,2389.92,607.608
CA-2015-147830,Natalie Fritzler,Technology,1799.994,2123.99,-2639.9912
CA-2015-147830,Natalie Fritzler,Technology,101.988,120.35,-16.998
CA-2015-139584,Eleni McCrary,Technology,26.0,30.68,11.7
US-2016-162677,Dean Braden,Technology,119.976,141.57,-17.9964
CA-2014-153969,Herbert Flentye,Technology,239.984,283.18,23.9984
US-2017-132059,Arthur Prichep,Technology,47.984,56.62,0.5998
CA-2017-152912,Brian Moss,Technology,826.62,975.41,355.4466
CA-2017-159352,Ken Black,Technology,69.93,82.52,32.1678
CA-2017-123981,Rob Williams,Technology,65.99,77.87,17.1574
CA-2017-109750,Fred Hopkins,Technology,29.97,35.36,14.0859
CA-2014-131527,Toby Braunhardt,Technology,95.968,113.24,9.5968
CA-2014-158372,Ruben Dartt,Technology,601.536,709.81,60.1536
CA-2014-158372,Ruben Dartt,Technology,10.99,12.97,4.2861
CA-2016-108882,Laura Armstrong,Technology,349.95,412.94,118.983
CA-2016-108882,Laura Armstrong,Technology,377.928,445.96,141.723
CA-2014-114433,Naresj Patel,Technology,149.97,176.96,52.4895
CA-2017-104640,Frank Hawley,Technology,430.88,508.44,124.9552
US-2015-137008,Jennifer Patt,Technology,90.0,106.2,32.4
CA-2014-108189,Erin Smith,Technology,318.4,375.71,107.46
CA-2014-108189,Erin Smith,Technology,230.376,271.84,20.1579
CA-2014-108189,Erin Smith,Technology,7.16,8.45,-0.0895
US-2016-127971,David Wiener,Technology,122.92,145.05,46.095
CA-2017-113355,Sarah Jordon,Technology,219.8,259.36,24.7275
US-2017-140907,Ben Peterman,Technology,49.08,57.91,4.908
CA-2016-159730,Sanjit Jacobs,Technology,105.584,124.59,7.9188
CA-2017-110373,Matt Abelman,Technology,27.184,32.08,2.0388
CA-2016-155474,Chris Cortes,Technology,107.984,127.42,9.4486
CA-2014-140662,Thomas Seio,Technology,99.98,117.98,7.9984
CA-2014-143840,Evan Henry,Technology,135.98,160.46,33.995
CA-2014-143840,Evan Henry,Technology,44.95,53.04,12.586
CA-2014-115980,Victoria Wilson,Technology,2.97,3.5,1.3068
CA-2015-155145,Kean Nguyen,Technology,7.92,9.35,3.4848
CA-2017-133865,Penelope Sewall,Technology,3359.952,3964.74,1049.985
CA-2014-102988,Greg Maxwell,Technology,28.99,34.21,8.4071
US-2014-117170,Kean Takahito,Technology,47.984,56.62,13.1956
CA-2015-157770,Rob Dowd,Technology,494.376,583.36,49.4376
CA-2015-157770,Rob Dowd,Technology,248.85,293.64,27.3735
CA-2015-157770,Rob Dowd,Technology,36.24,42.76,15.2208
CA-2017-113418,Corinna Mitchell,Technology,1704.89,2011.77,767.2005
CA-2017-136308,Mitch Willingham,Technology,1919.976,2265.57,215.9973
US-2014-159926,Carlos Soltero,Technology,539.964,637.16,-107.9928
CA-2014-104738,Stefania Perrino,Technology,217.584,256.75,19.0386
CA-2014-104738,Stefania Perrino,Technology,328.776,387.96,28.7679
CA-2014-104738,Stefania Perrino,Technology,47.984,56.62,14.3952
CA-2014-165309,Karen Daniels,Technology,148.48,175.21,16.704
CA-2014-165309,Karen Daniels,Technology,241.176,284.59,15.0735
CA-2017-122595,Gary Mitchum,Technology,227.976,269.01,28.497
CA-2017-122595,Gary Mitchum,Technology,52.68,62.16,19.755
US-2017-109253,Patrick Ryan,Technology,431.968,509.72,37.7972
CA-2016-145982,Ted Butterfield,Technology,59.97,70.76,28.7856
CA-2016-147536,Andrew Roberts,Technology,89.97,106.16,18.8937
US-2014-134733,Brian Moss,Technology,83.984,99.1,31.494
US-2014-150434,Christine Abelman,Technology,359.98,424.78,93.5948
CA-2016-139234,Art Ferguson,Technology,26.176,30.89,-3.272
CA-2016-134887,Toby Braunhardt,Technology,1287.45,1519.19,244.6155
CA-2015-161718,Sean O'Donnell,Technology,39.96,47.15,10.3896
CA-2015-130659,Maribeth Schnelling,Technology,1799.75,2123.71,539.925
CA-2017-148404,Dean percer,Technology,222.384,262.41,16.6788
CA-2014-166471,Matthew Grinstein,Technology,1091.168,1287.58,68.198
CA-2014-166471,Matthew Grinstein,Technology,219.168,258.62,-43.8336
CA-2014-102274,Dave Hallsten,Technology,36.99,43.65,9.9873
CA-2016-134803,Clay Ludtke,Technology,131.6,155.29,7.896
CA-2016-134803,Clay Ludtke,Technology,558.4,658.91,41.88
CA-2014-157609,Kristina Nunn,Technology,471.92,556.87,29.495
CA-2017-136448,Adam Shillingsburg,Technology,71.976,84.93,19.7934
CA-2017-136448,Adam Shillingsburg,Technology,47.984,56.62,14.3952
CA-2017-114258,Elizabeth Moffitt,Technology,492.768,581.47,55.4364
CA-2017-128699,Natalie DeCherney,Technology,47.992,56.63,7.1988
CA-2017-122644,Sylvia Foulston,Technology,18.544,21.88,3.0134
CA-2017-111815,Emily Phan,Technology,99.98,117.98,42.9914
CA-2016-144911,Rob Williams,Technology,34.95,41.24,15.378
CA-2014-143385,Shirley Jackson,Technology,92.52,109.17,18.504
CA-2014-124688,Corey Catlett,Technology,579.95,684.34,168.1855
US-2016-134761,Dean Braden,Technology,36.192,42.71,2.7144
CA-2017-142034,Karen Bern,Technology,72.0,84.96,12.96
CA-2017-142034,Karen Bern,Technology,655.9,773.96,275.478
CA-2016-108616,Joe Kamberova,Technology,209.97,247.76,71.3898
CA-2017-125115,Russell D'Ascenzo,Technology,95.736,112.97,20.3439
CA-2014-166863,Sam Craven,Technology,201.584,237.87,20.1584
CA-2014-166863,Sam Craven,Technology,418.8,494.18,-97.72
CA-2016-168536,Stuart Calhoun,Technology,66.3,78.23,8.619
US-2016-113649,Helen Andreada,Technology,44.784,52.85,4.4784
CA-2016-114482,Denise Monton,Technology,404.94,477.83,109.3338
CA-2016-137673,Marina Lichtenstein,Technology,116.0,136.88,29.0
CA-2016-132731,George Ashbrook,Technology,657.552,775.91,49.3164
CA-2017-148922,Stephanie Ulpright,Technology,599.97,707.96,257.9871
CA-2017-148922,Stephanie Ulpright,Technology,38.97,45.98,0.7794
CA-2016-130680,Bill Donatelli,Technology,38.24,45.12,-9.56
CA-2015-141145,Denny Blanton,Technology,87.168,102.86,10.896
CA-2014-110849,John Lee,Technology,287.968,339.8,97.1892
CA-2016-152555,Maria Etezadi,Technology,812.736,959.03,60.9552
CA-2014-120838,Patrick O'Donnell,Technology,604.752,713.61,37.797
CA-2017-152737,Tony Sayre,Technology,439.8,518.96,145.134
CA-2017-168109,Jim Kriz,Technology,59.98,70.78,26.3912
CA-2017-168109,Jim Kriz,Technology,2395.2,2826.34,209.58
CA-2017-168109,Jim Kriz,Technology,1687.8,1991.6,742.632
CA-2017-168109,Jim Kriz,Technology,7.992,9.43,2.6973
CA-2017-121839,Mick Hernandez,Technology,1169.694,1380.24,-253.4337
CA-2014-102869,Logan Currie,Technology,64.704,76.35,-4.8528
CA-2014-102869,Logan Currie,Technology,135.516,159.91,-31.6204
CA-2017-138310,Nora Preis,Technology,431.928,509.68,64.7892
US-2016-131674,Nick Crebassa,Technology,58.416,68.93,16.7946
CA-2015-110093,Alejandro Ballentine,Technology,36.784,43.41,10.5754
CA-2017-141929,Ralph Arnett,Technology,5.56,6.56,1.7375
CA-2016-109743,Sally Hughsby,Technology,63.936,75.44,5.5944
CA-2017-113530,Becky Castell,Technology,36.32,42.86,10.896
CA-2016-145177,Paul Prost,Technology,41.958,49.51,-9.7902
CA-2016-145177,Paul Prost,Technology,178.92,211.13,-29.0745
CA-2017-109960,Dean Braden,Technology,104.88,123.76,41.952
CA-2017-158036,Dorothy Badders,Technology,9.096,10.73,1.7055
CA-2016-155005,Sample Company A,Technology,377.97,446.0,94.4925
US-2017-129777,Frank Merwin,Technology,258.9,305.5,93.204
CA-2014-129364,Tim Brockman,Technology,52.68,62.16,19.755
CA-2014-129364,Tim Brockman,Technology,103.92,122.63,-18.186
CA-2015-132626,Brian Thompson,Technology,464.97,548.66,209.2365
US-2015-131359,Frank Atkinson,Technology,59.994,70.79,-45.9954
US-2015-131359,Frank Atkinson,Technology,439.992,519.19,164.997
US-2015-131359,Frank Atkinson,Technology,87.96,103.79,30.786
CA-2017-160416,Alan Dominguez,Technology,163.96,193.47,70.5028
CA-2015-104941,Dave Hallsten,Technology,899.97,1061.96,314.9895
CA-2014-120544,Saphhira Shifley,Technology,5.544,6.54,1.6632
CA-2017-166198,Joni Wasserman,Technology,11.54,13.62,3.462
CA-2016-142370,Theone Pippenger,Technology,249.95,294.94,107.4785
CA-2015-109575,Ken Heidel,Technology,499.99,589.99,129.9974
CA-2015-109575,Ken Heidel,Technology,1259.93,1486.72,327.5818
CA-2016-115476,Vivian Mathis,Technology,129.98,153.38,62.3904
CA-2016-133340,Logan Haushalter,Technology,10.9,12.86,3.052
CA-2016-133340,Logan Haushalter,Technology,59.98,70.78,25.1916
CA-2017-161956,Dan Reichenbach,Technology,879.984,1038.38,329.994
CA-2015-103205,Joel Jenkins,Technology,119.96,141.55,11.996
CA-2014-115357,Roland Fjeld,Technology,62.91,74.23,22.6476
US-2014-102715,Jay Kimmel,Technology,383.976,453.09,81.5949
US-2014-102715,Jay Kimmel,Technology,335.944,396.41,41.993
US-2017-148768,Parhena Norris,Technology,71.976,84.93,8.997
CA-2014-149643,Rick Huthwaite,Technology,273.96,323.27,10.9584
CA-2015-135314,Matt Collins,Technology,269.982,318.58,40.4973
CA-2017-125752,Eugene Hildebrand,Technology,41.424,48.88,8.2848
CA-2017-147760,Kelly Lampkin,Technology,1359.96,1604.75,118.9965
CA-2016-156503,Nathan Cano,Technology,22.704,26.79,5.9598
CA-2015-113628,Anna H�berlin,Technology,100.792,118.93,10.0792
CA-2016-152471,Zuschuss Donatelli,Technology,823.96,972.27,51.4975
CA-2015-102582,Natalie Webber,Technology,59.97,70.76,0.0
CA-2015-140984,Craig Carroll,Technology,879.984,1038.38,329.994
CA-2014-105984,Muhammed Yedwab,Technology,1049.97,1238.96,-209.994
CA-2014-126760,Kunst Miller,Technology,911.984,1076.14,113.998
CA-2014-126760,Kunst Miller,Technology,170.97,201.74,70.0977
CA-2017-161053,Joel Eaton,Technology,34.95,41.24,15.378
US-2017-105389,Darrin Martin,Technology,823.96,972.27,51.4975
CA-2014-140816,Toby Carlisle,Technology,447.944,528.57,89.5888
CA-2017-154039,Julie Kriz,Technology,124.792,147.25,10.9193
CA-2014-124709,Giulietta Weimer,Technology,238.0,280.84,38.08
CA-2017-146360,Sean Christensen,Technology,155.34,183.3,55.9224
CA-2015-132486,Jay Fein,Technology,148.32,175.02,63.7776
CA-2016-136231,Darrin Martin,Technology,108.784,128.37,6.799
CA-2016-167759,Craig Carreira,Technology,134.85,159.12,37.758
CA-2014-100895,Stewart Visinsky,Technology,239.97,283.16,67.1916
US-2016-163881,Sung Pak,Technology,659.9,778.68,217.767
US-2016-163881,Sung Pak,Technology,559.92,660.71,190.3728
US-2016-144547,Maxwell Schwartz,Technology,279.944,330.33,48.9902
CA-2017-110212,Sanjit Jacobs,Technology,48.9,57.7,18.093
CA-2017-157980,Shahid Hopkins,Technology,127.984,151.02,25.5968
CA-2015-151043,Maureen Gastineau,Technology,47.984,56.62,-1.1996
CA-2015-167010,Valerie Takahito,Technology,14.85,17.52,-3.2175
CA-2015-167010,Valerie Takahito,Technology,41.988,49.55,-9.7972
CA-2017-126788,Adrian Barton,Technology,470.376,555.04,52.9173
CA-2016-110044,Roland Fjeld,Technology,359.976,424.77,35.9976
CA-2016-132094,Vivek Grady,Technology,47.984,56.62,13.1956
CA-2017-123001,Anthony Witt,Technology,201.584,237.87,12.599
US-2016-151862,Odella Nelson,Technology,159.984,188.78,13.9986
CA-2015-113901,Nicole Hansen,Technology,149.95,176.94,44.985
CA-2017-101308,Frank Gastineau,Technology,84.784,100.05,-20.1362
CA-2016-135265,Christopher Conant,Technology,2799.96,3303.95,944.9865
CA-2015-105627,Dana Kaydos,Technology,769.95,908.54,223.2855
CA-2014-116834,Dean percer,Technology,345.0,407.1,58.65
CA-2016-145730,Chris Cortes,Technology,287.91,339.73,33.5895
US-2015-168732,Khloe Miller,Technology,101.94,120.29,21.4074
CA-2015-165624,Fred Harton,Technology,251.91,297.25,47.8629
CA-2014-154963,Anna Andreadi,Technology,82.782,97.68,-15.1767
CA-2017-130764,Jack O'Briant,Technology,95.84,113.09,34.742
CA-2017-139311,Sylvia Foulston,Technology,153.584,181.23,13.4386
CA-2017-124296,Christine Sundaresam,Technology,479.97,566.36,239.985
CA-2016-169957,Steve Nguyen,Technology,100.0,118.0,21.0
US-2016-108777,Jim Mitchum,Technology,383.952,453.06,76.7904
CA-2014-110786,Anthony Johnson,Technology,767.952,906.18,287.982
CA-2014-110786,Anthony Johnson,Technology,191.976,226.53,19.1976
US-2015-166520,Katrina Edelman,Technology,599.9,707.88,191.968
CA-2015-124058,Lena Creighton,Technology,72.744,85.84,-15.4581
CA-2016-129196,Xylona Preis,Technology,68.112,80.37,17.8794
US-2016-122182,Bryan Davis,Technology,39.992,47.19,7.4985
CA-2014-102673,Ken Heidel,Technology,978.84,1155.03,110.1195
CA-2015-156104,Nora Pelletier,Technology,999.98,1179.98,449.991
US-2015-164308,Steve Carroll,Technology,821.94,969.89,213.7044
CA-2015-165414,Lynn Smith,Technology,47.976,56.61,4.7976
CA-2016-111913,Linda Cazamias,Technology,302.384,356.81,30.2384
CA-2015-102491,Katrina Willman,Technology,3080.0,3634.4,1416.8
CA-2015-102491,Katrina Willman,Technology,79.96,94.35,18.3908
CA-2015-102491,Katrina Willman,Technology,587.97,693.8,170.5113
US-2017-155999,Jay Kimmel,Technology,159.96,188.75,17.9955
CA-2015-153717,Dionis Lloyd,Technology,73.98,87.3,19.9746
CA-2015-116687,Noah Childs,Technology,158.376,186.88,13.8579
CA-2017-117394,Michael Moore,Technology,19.04,22.47,-1.428
CA-2014-127299,John Lee,Technology,2624.985,3097.48,-944.9946
CA-2014-128839,Ted Trevino,Technology,209.97,247.76,90.2871
CA-2017-106068,Randy Bradley,Technology,55.2,65.14,-2.07
CA-2015-101091,Scot Wooten,Technology,47.984,56.62,0.5998
CA-2017-115546,Amy Hunt,Technology,539.97,637.16,134.9925
US-2017-106131,Tracy Poddar,Technology,169.064,199.5,-14.7931
CA-2014-128846,Roland Schwarz,Technology,629.95,743.34,163.787
US-2017-136868,Cyra Reiten,Technology,319.96,377.55,115.1856
CA-2016-111493,Charles McCrossin,Technology,98.16,115.83,9.816
CA-2017-166709,Hunter Lopez,Technology,10499.97,12389.96,5039.9856
CA-2015-150875,Heather Kirkland,Technology,304.776,359.64,22.8582
CA-2015-143105,Matt Abelman,Technology,799.984,943.98,249.995
CA-2017-149881,Nick Crebassa,Technology,4799.984,5663.98,359.9988
CA-2017-134565,Tom Boeckenhauer,Technology,385.8,455.24,130.2075
CA-2016-159142,Maria Etezadi,Technology,149.97,176.96,5.9988
CA-2014-138436,Jonathan Doherty,Technology,66.3,78.23,8.619
CA-2015-155068,Ralph Arnett,Technology,55.944,66.01,-13.2867
CA-2015-155068,Ralph Arnett,Technology,11.824,13.95,1.0346
CA-2017-158344,Cindy Chapman,Technology,63.96,75.47,19.8276
US-2016-131611,Emily Phan,Technology,171.96,202.91,45.1395
US-2017-158505,Sarah Foster,Technology,71.928,84.88,6.2937
US-2016-107440,Bill Shonely,Technology,9099.93,10737.92,2365.9818
CA-2015-105690,Carol Adams,Technology,439.992,519.19,164.997
CA-2017-130967,Emily Burns,Technology,53.982,63.7,-10.7964
CA-2017-129021,Patrick O'Brill,Technology,4367.896,5154.12,327.5922
CA-2014-162278,Angele Hood,Technology,383.96,453.07,38.396
CA-2014-125829,William Brown,Technology,666.344,786.29,66.6344
CA-2014-125829,William Brown,Technology,447.968,528.6,139.99
CA-2014-152345,Shui Tom,Technology,23.976,28.29,-5.6943
US-2015-147662,Karl Braun,Technology,323.982,382.3,-80.9955
